公司名称,股票代码,板块,文件名,页码数,时间,文件大小(MB),文件路径,年份
软通动力,301236,创业板,301236_软通动力_2022-03-10.pdf,920,2022-03-10,18.98,/Users/chenyuang/Desktop/巨潮网资料/2022/301236_软通动力_2022-03-10.pdf,2022
东方盛虹,000301,深主板,000301_东方盛虹_2022-12-22.pdf,2,2022-12-22,0.07,/Users/chenyuang/Desktop/巨潮网资料/2022/000301_东方盛虹_2022-12-22.pdf,2022
瑞晨环保,301273,创业板,301273_瑞晨环保_2022-09-22.pdf,1,2022-09-22,0.24,/Users/chenyuang/Desktop/巨潮网资料/2022/301273_瑞晨环保_2022-09-22.pdf,2022
美能能源,001299,深主板,001299_美能能源_2022-09-26.pdf,92,2022-09-26,1.69,/Users/chenyuang/Desktop/巨潮网资料/2022/001299_美能能源_2022-09-26.pdf,2022
里得电科,001235,深主板,001235_里得电科_2022-05-06.pdf,57,2022-05-06,1.79,/Users/chenyuang/Desktop/巨潮网资料/2022/001235_里得电科_2022-05-06.pdf,2022
中汽股份,301215,创业板,301215_中汽股份_2022-03-02.pdf,781,2022-03-02,14.64,/Users/chenyuang/Desktop/巨潮网资料/2022/301215_中汽股份_2022-03-02.pdf,2022
凯格精机,301338,创业板,301338_凯格精机_2022-08-10.pdf,593,2022-08-10,12.67,/Users/chenyuang/Desktop/巨潮网资料/2022/301338_凯格精机_2022-08-10.pdf,2022
乐普医疗,300003,创业板,300003_乐普医疗_2022-09-15.pdf,1,2022-09-15,0.11,/Users/chenyuang/Desktop/巨潮网资料/2022/300003_乐普医疗_2022-09-15.pdf,2022
江苏华辰,603097,沪主板,603097_江苏华辰_2022-04-27.pdf,103,2022-04-27,2.54,/Users/chenyuang/Desktop/巨潮网资料/2022/603097_江苏华辰_2022-04-27.pdf,2022
高凌信息,688175,科创板,688175_高凌信息_2022-03-10.pdf,478,2022-03-10,7.33,/Users/chenyuang/Desktop/巨潮网资料/2022/688175_高凌信息_2022-03-10.pdf,2022
信邦智能,301112,创业板,301112_信邦智能_2022-06-22.pdf,733,2022-06-22,14.66,/Users/chenyuang/Desktop/巨潮网资料/2022/301112_信邦智能_2022-06-22.pdf,2022
新天地,301277,创业板,301277_新天地_2022-11-11.pdf,344,2022-11-11,8.06,/Users/chenyuang/Desktop/巨潮网资料/2022/301277_新天地_2022-11-11.pdf,2022
炜冈科技,001256,深主板,001256_炜冈科技_2022-11-21.pdf,92,2022-11-21,1.58,/Users/chenyuang/Desktop/巨潮网资料/2022/001256_炜冈科技_2022-11-21.pdf,2022
富创精密,688409,科创板,688409_富创精密_2022-09-28.pdf,300,2022-09-28,6.83,/Users/chenyuang/Desktop/巨潮网资料/2022/688409_富创精密_2022-09-28.pdf,2022
嘉环科技,603206,沪主板,603206_嘉环科技_2022-04-19.pdf,107,2022-04-19,2.77,/Users/chenyuang/Desktop/巨潮网资料/2022/603206_嘉环科技_2022-04-19.pdf,2022
通行宝,301339,创业板,301339_通行宝_2022-09-06.pdf,716,2022-09-06,14.75,/Users/chenyuang/Desktop/巨潮网资料/2022/301339_通行宝_2022-09-06.pdf,2022
国轩高科,002074,深主板,002074_国轩高科_2022-07-26.pdf,1,2022-07-26,0.41,/Users/chenyuang/Desktop/巨潮网资料/2022/002074_国轩高科_2022-07-26.pdf,2022
华秦科技,688281,科创板,688281_华秦科技_2022-03-02.pdf,424,2022-03-02,8.6,/Users/chenyuang/Desktop/巨潮网资料/2022/688281_华秦科技_2022-03-02.pdf,2022
巨星科技,002444,深主板,002444_巨星科技_2022-11-10.pdf,1,2022-11-10,0.14,/Users/chenyuang/Desktop/巨潮网资料/2022/002444_巨星科技_2022-11-10.pdf,2022
立航科技,603261,沪主板,603261_立航科技_2022-03-01.pdf,874,2022-03-01,86.84,/Users/chenyuang/Desktop/巨潮网资料/2022/603261_立航科技_2022-03-01.pdf,2022
熵基科技,301330,创业板,301330_熵基科技_2022-08-12.pdf,806,2022-08-12,11.22,/Users/chenyuang/Desktop/巨潮网资料/2022/301330_熵基科技_2022-08-12.pdf,2022
和元生物,688238,科创板,688238_和元生物_2022-03-17.pdf,470,2022-03-17,13.07,/Users/chenyuang/Desktop/巨潮网资料/2022/688238_和元生物_2022-03-17.pdf,2022
趣睡科技,301336,创业板,301336_趣睡科技_2022-07-29.pdf,2,2022-07-29,0.2,/Users/chenyuang/Desktop/巨潮网资料/2022/301336_趣睡科技_2022-07-29.pdf,2022
明阳智能,601615,沪主板,601615_明阳智能_2022-07-09.pdf,14,2022-07-09,0.38,/Users/chenyuang/Desktop/巨潮网资料/2022/601615_明阳智能_2022-07-09.pdf,2022
快可电子,301278,创业板,301278_快可电子_2022-07-22.pdf,274,2022-07-22,11.32,/Users/chenyuang/Desktop/巨潮网资料/2022/301278_快可电子_2022-07-22.pdf,2022
均普智能,688306,科创板,688306_均普智能_2022-03-17.pdf,558,2022-03-17,12.82,/Users/chenyuang/Desktop/巨潮网资料/2022/688306_均普智能_2022-03-17.pdf,2022
紫建电子,301121,创业板,301121_紫建电子_2022-08-03.pdf,755,2022-08-03,7.58,/Users/chenyuang/Desktop/巨潮网资料/2022/301121_紫建电子_2022-08-03.pdf,2022
骄成超声,688392,科创板,688392_骄成超声_2022-09-21.pdf,422,2022-09-21,6.17,/Users/chenyuang/Desktop/巨潮网资料/2022/688392_骄成超声_2022-09-21.pdf,2022
圣晖集成,603163,沪主板,603163_圣晖集成_2022-08-31.pdf,1059,2022-08-31,86.08,/Users/chenyuang/Desktop/巨潮网资料/2022/603163_圣晖集成_2022-08-31.pdf,2022
英诺特,688253,科创板,688253_英诺特_2022-07-25.pdf,390,2022-07-25,10.01,/Users/chenyuang/Desktop/巨潮网资料/2022/688253_英诺特_2022-07-25.pdf,2022
益方生物,688382,科创板,688382_益方生物_2022-07-20.pdf,488,2022-07-20,11.9,/Users/chenyuang/Desktop/巨潮网资料/2022/688382_益方生物_2022-07-20.pdf,2022
光华股份,001333,深主板,001333_光华股份_2022-11-04.pdf,88,2022-11-04,2.19,/Users/chenyuang/Desktop/巨潮网资料/2022/001333_光华股份_2022-11-04.pdf,2022
汇成股份,688403,科创板,688403_汇成股份_2022-08-12.pdf,467,2022-08-12,6.75,/Users/chenyuang/Desktop/巨潮网资料/2022/688403_汇成股份_2022-08-12.pdf,2022
远翔新材,301300,创业板,301300_远翔新材_2022-08-11.pdf,592,2022-08-11,6.46,/Users/chenyuang/Desktop/巨潮网资料/2022/301300_远翔新材_2022-08-11.pdf,2022
东南电子,301359,创业板,301359_东南电子_2022-11-04.pdf,428,2022-11-04,5.18,/Users/chenyuang/Desktop/巨潮网资料/2022/301359_东南电子_2022-11-04.pdf,2022
满坤科技,301132,创业板,301132_满坤科技_2022-08-05.pdf,395,2022-08-05,6.15,/Users/chenyuang/Desktop/巨潮网资料/2022/301132_满坤科技_2022-08-05.pdf,2022
瑞泰新材,301238,创业板,301238_瑞泰新材_2022-06-14.pdf,657,2022-06-14,7.05,/Users/chenyuang/Desktop/巨潮网资料/2022/301238_瑞泰新材_2022-06-14.pdf,2022
源飞宠物,001222,深主板,001222_源飞宠物_2022-08-02.pdf,109,2022-08-02,1.76,/Users/chenyuang/Desktop/巨潮网资料/2022/001222_源飞宠物_2022-08-02.pdf,2022
楚环科技,001336,深主板,001336_楚环科技_2022-07-12.pdf,102,2022-07-12,1.39,/Users/chenyuang/Desktop/巨潮网资料/2022/001336_楚环科技_2022-07-12.pdf,2022
农心科技,001231,深主板,001231_农心科技_2022-07-18.pdf,97,2022-07-18,1.67,/Users/chenyuang/Desktop/巨潮网资料/2022/001231_农心科技_2022-07-18.pdf,2022
禾川科技,688320,科创板,688320_禾川科技_2022-04-25.pdf,413,2022-04-25,6.3,/Users/chenyuang/Desktop/巨潮网资料/2022/688320_禾川科技_2022-04-25.pdf,2022
联合化学,301209,创业板,301209_联合化学_2022-08-11.pdf,428,2022-08-11,8.46,/Users/chenyuang/Desktop/巨潮网资料/2022/301209_联合化学_2022-08-11.pdf,2022
森鹰窗业,301227,创业板,301227_森鹰窗业_2022-09-20.pdf,553,2022-09-20,8.9,/Users/chenyuang/Desktop/巨潮网资料/2022/301227_森鹰窗业_2022-09-20.pdf,2022
哈焊华通,301137,创业板,301137_哈焊华通_2022-03-16.pdf,501,2022-03-16,7.38,/Users/chenyuang/Desktop/巨潮网资料/2022/301137_哈焊华通_2022-03-16.pdf,2022
思林杰,688115,科创板,688115_思林杰_2022-03-09.pdf,402,2022-03-09,5.69,/Users/chenyuang/Desktop/巨潮网资料/2022/688115_思林杰_2022-03-09.pdf,2022
德科立,688205,科创板,688205_德科立_2022-08-04.pdf,383,2022-08-04,5.95,/Users/chenyuang/Desktop/巨潮网资料/2022/688205_德科立_2022-08-04.pdf,2022
尚太科技,001301,深主板,001301_尚太科技_2022-11-25.pdf,125,2022-11-25,2.37,/Users/chenyuang/Desktop/巨潮网资料/2022/001301_尚太科技_2022-11-25.pdf,2022
可川科技,603052,沪主板,603052_可川科技_2022-09-21.pdf,86,2022-09-21,1.63,/Users/chenyuang/Desktop/巨潮网资料/2022/603052_可川科技_2022-09-21.pdf,2022
星源卓镁,301398,创业板,301398_星源卓镁_2022-12-12.pdf,551,2022-12-12,6.92,/Users/chenyuang/Desktop/巨潮网资料/2022/301398_星源卓镁_2022-12-12.pdf,2022
仁度生物,688193,科创板,688193_仁度生物_2022-03-25.pdf,485,2022-03-25,7.65,/Users/chenyuang/Desktop/巨潮网资料/2022/688193_仁度生物_2022-03-25.pdf,2022
胜通能源,001331,深主板,001331_胜通能源_2022-08-08.pdf,89,2022-08-08,1.28,/Users/chenyuang/Desktop/巨潮网资料/2022/001331_胜通能源_2022-08-08.pdf,2022
好上好,001298,深主板,001298_好上好_2022-09-20.pdf,116,2022-09-20,1.29,/Users/chenyuang/Desktop/巨潮网资料/2022/001298_好上好_2022-09-20.pdf,2022
德龙激光,688170,科创板,688170_德龙激光_2022-04-26.pdf,438,2022-04-26,8.57,/Users/chenyuang/Desktop/巨潮网资料/2022/688170_德龙激光_2022-04-26.pdf,2022
劲旅环境,001230,深主板,001230_劲旅环境_2022-07-04.pdf,133,2022-07-04,3.26,/Users/chenyuang/Desktop/巨潮网资料/2022/001230_劲旅环境_2022-07-04.pdf,2022
美好医疗,301363,创业板,301363_美好医疗_2022-09-16.pdf,1,2022-09-16,0.46,/Users/chenyuang/Desktop/巨潮网资料/2022/301363_美好医疗_2022-09-16.pdf,2022
国能日新,301162,创业板,301162_国能日新_2022-04-21.pdf,694,2022-04-21,14.84,/Users/chenyuang/Desktop/巨潮网资料/2022/301162_国能日新_2022-04-21.pdf,2022
